month,day,hour,minute,second,moisture0,moisture1,moisture2,moisture3
3,9,20,35,42,0.19,0.41,0.51,0.13
3,9,20,36,43,0.19,0.41,0.53,0.17
3,9,20,37,43,0.19,0.4,0.51,0.13
3,9,20,38,43,0.19,0.41,0.51,0.13
3,9,20,39,43,0.19,0.4,0.51,0.14
3,9,20,40,43,0.19,0.4,0.51,0.15
3,9,20,41,43,0.19,0.4,0.51,0.15
3,9,20,42,43,0.19,0.41,0.51,0.15
3,9,20,43,43,0.19,0.41,0.51,0.14
3,9,20,44,43,0.19,0.41,0.5,0.13
3,9,20,45,43,0.18,0.41,0.5,0.13
3,9,20,46,43,0.19,0.41,0.5,0.13
3,9,20,47,43,0.2,0.41,0.5,0.13
3,9,20,48,43,0.19,0.41,0.5,0.13
3,9,20,49,43,0.19,0.41,0.51,0.13
3,9,20,50,43,0.19,0.41,0.5,0.13
3,9,20,51,43,0.18,0.41,0.5,0.13
3,9,20,52,43,0.18,0.41,0.5,0.13
3,9,20,53,43,0.18,0.41,0.5,0.13
3,9,20,54,43,0.18,0.41,0.5,0.13
3,9,20,55,43,0.18,0.41,0.5,0.13
3,9,20,56,44,0.18,0.41,0.49,0.13
3,9,20,57,44,0.21,0.42,0.49,0.15
3,9,20,58,44,0.18,0.41,0.49,0.13
3,9,20,59,44,0.18,0.41,0.49,0.13
3,9,21,0,44,0.18,0.41,0.48,0.13
3,9,21,1,44,0.18,0.41,0.49,0.13
3,9,21,2,44,0.18,0.41,0.48,0.13
3,9,21,3,44,0.18,0.41,0.48,0.13
3,9,21,4,44,0.18,0.41,0.48,0.13
3,9,21,5,44,0.18,0.41,0.48,0.13
3,9,21,6,44,0.18,0.41,0.48,0.13
3,9,21,7,44,0.18,0.44,0.49,0.16
3,9,21,8,44,0.18,0.41,0.48,0.13
3,9,21,9,44,0.18,0.41,0.48,0.13
3,9,21,10,44,0.18,0.41,0.48,0.13
3,9,21,11,44,0.18,0.41,0.48,0.13
3,9,21,12,44,0.18,0.41,0.48,0.13
